Match ID,Player Name,Mins Played,Position,Discipline,Start,Appearance,Country,Year
R1-TUG-CFC,Snell,90,,,Yes,Yes,CroatiaRes,2026
R1-TUG-CFC,Wood,70,,,Yes,Yes,CroatiaRes,2026
R1-TUG-CFC,Zakman,45,,,No,Yes,CroatiaRes,2026
R1-TUG-CFC,Beausang,90,,,Yes,Yes,TuggeranongRes,2026
R1-TUG-CFC,Chick,45,,,No,Yes,TuggeranongRes,2026
R1-TUG-CFC,Costello,18,,,No,Yes,TuggeranongRes,2026
R1-TUG-CFC,Doldissen,45,,,Yes,Yes,TuggeranongRes,2026
R1-TUG-CFC,Evans,25,,,No,Yes,TuggeranongRes,2026
R1-TUG-CFC,Graham,90,,,Yes,Yes,TuggeranongRes,2026
R1-TUG-CFC,Haitsma,90,,,Yes,Yes,TuggeranongRes,2026
R1-TUG-CFC,Holden,90,,,Yes,Yes,TuggeranongRes,2026
R1-TUG-CFC,Kontny,25,,,No,Yes,TuggeranongRes,2026
R1-TUG-CFC,Mulder,90,,,Yes,Yes,TuggeranongRes,2026
R1-TUG-CFC,Mustaine,65,,,Yes,Yes,TuggeranongRes,2026
R1-TUG-CFC,Paul,72,,,Yes,Yes,TuggeranongRes,2026
R1-TUG-CFC,Pedrotti,65,,,Yes,Yes,TuggeranongRes,2026
R1-TUG-CFC,Prime,45,,,Yes,Yes,TuggeranongRes,2026
R1-TUG-CFC,Schroeder,45,,,No,Yes,TuggeranongRes,2026
R1-TUG-CFC,Ticehurst,90,,,Yes,Yes,TuggeranongRes,2026
R1-WAN-BELR,Ariana,90,DM,,Yes,Yes,BelReserves,2026
R1-WAN-BELR,Danj,45,AM,,Yes,Yes,BelReserves,2026
R1-WAN-BELR,Eden,12,F,,No,Yes,BelReserves,2026
R1-WAN-BELR,Elfin,90,LB,,Yes,Yes,BelReserves,2026
R1-WAN-BELR,Emily,45,CB,,Yes,Yes,BelReserves,2026
R1-WAN-BELR,ET,17,RB,,No,Yes,BelReserves,2026
R1-WAN-BELR,Isla,90,LW,,Yes,Yes,BelReserves,2026
R1-WAN-BELR,Issey,45,CM,,Yes,Yes,BelReserves,2026
R1-WAN-BELR,Maja,63,RB,,Yes,Yes,BelReserves,2026
R1-WAN-BELR,Mati,90,GK,,Yes,Yes,BelReserves,2026
R1-WAN-BELR,Molly,45,CM,,No,Yes,BelReserves,2026
R1-WAN-BELR,Sage,90,CB,,Yes,Yes,BelReserves,2026
R1-WAN-BELR,Sammy,90,RW,,Yes,Yes,BelReserves,2026
R1-WAN-BELR,Sarah,45,CB,,No,Yes,BelReserves,2026
R1-WAN-BELR,Scarlett,68,F,,Yes,Yes,BelReserves,2026
R1-WAN-BELR,Siena,45,AM,,No,Yes,BelReserves,2026
R1-WAN-BELR,Bridge,84,,,Yes,Yes,WanderersRes,2026
R1-WAN-BELR,Crook,90,,,Yes,Yes,WanderersRes,2026
R1-WAN-BELR,E.Williams,90,,,Yes,Yes,WanderersRes,2026
R1-WAN-BELR,Edmon,22,,,No,Yes,WanderersRes,2026
R1-WAN-BELR,Ellis,15,,,No,Yes,WanderersRes,2026
R1-WAN-BELR,F.Moss,15,,,No,Yes,WanderersRes,2026
R1-WAN-BELR,Hassall,68,,,Yes,Yes,WanderersRes,2026
R1-WAN-BELR,Hyett,29,,,No,Yes,WanderersRes,2026
R1-WAN-BELR,McAvoy,90,,,Yes,Yes,WanderersRes,2026
R1-WAN-BELR,Mckenzie,61,,,Yes,Yes,WanderersRes,2026
R1-WAN-BELR,Moore,75,,,Yes,Yes,WanderersRes,2026
R1-WAN-BELR,Pavier-jones,90,,,Yes,Yes,WanderersRes,2026
R1-WAN-BELR,Reilly,90,,,Yes,Yes,WanderersRes,2026
R1-WAN-BELR,Tomanovits,90,,,Yes,Yes,WanderersRes,2026
R1-WAN-BELR,G.York,75,,,Yes,Yes,WanderersRes,2026
R2-BELR-TUG,Ariana,90,CM,,Yes,Yes,BelReserves,2026
R2-BELR-TUG,Eden,77,F,,Yes,Yes,BelReserves,2026
R2-BELR-TUG,Elfin,90,LB,,Yes,Yes,BelReserves,2026
R2-BELR-TUG,Emily,58,CB,,Yes,Yes,BelReserves,2026
R2-BELR-TUG,ET,85,RB,,No,Yes,BelReserves,2026
R2-BELR-TUG,Gemma,32,CB,,No,Yes,BelReserves,2026
R2-BELR-TUG,Issey,58,AM,,Yes,Yes,BelReserves,2026
R2-BELR-TUG,Kristina,90,GK,,Yes,Yes,BelReserves,2026
R2-BELR-TUG,Lily,90,LW,,Yes,Yes,BelReserves,2026
R2-BELR-TUG,Maja,5,RB,,Yes,Yes,BelReserves,2026
R2-BELR-TUG,Molly,90,CM,,Yes,Yes,BelReserves,2026
R2-BELR-TUG,Morgan,13,F,,No,Yes,BelReserves,2026
R2-BELR-TUG,Sage,90,CB,,Yes,Yes,BelReserves,2026
R2-BELR-TUG,Sarah,90,CM,,Yes,Yes,BelReserves,2026
R2-BELR-TUG,Siena,32,CM,,No,Yes,BelReserves,2026
R2-BELR-TUG,Beausang,90,,,Yes,Yes,TuggeranongRes,2026
R2-BELR-TUG,Chick,90,,,Yes,Yes,TuggeranongRes,2026
R2-BELR-TUG,Haureliuk,90,,,Yes,Yes,TuggeranongRes,2026
R2-BELR-TUG,Mulder,90,,,Yes,Yes,TuggeranongRes,2026
R2-BELR-TUG,Paul,90,,,Yes,Yes,TuggeranongRes,2026
R2-BELR-TUG,Prime,44,,,No,Yes,TuggeranongRes,2026
R2-BELR-TUG,Rolls,90,,,Yes,Yes,TuggeranongRes,2026
R2-BELR-TUG,Smith,46,,,Yes,Yes,TuggeranongRes,2026
R2-BELR-TUG,Stanford,90,,,Yes,Yes,TuggeranongRes,2026
R2-BELR-TUG,Ticehurst,90,,Yellow,Yes,Yes,TuggeranongRes,2026
R2-BELR-TUG,Watt,90,,,Yes,Yes,TuggeranongRes,2026
R2-BELR-TUG,Z.Williams,90,,,Yes,Yes,TuggeranongRes,2026
R2-CFC-OLY,A.Williams,32,,,No,Yes,CroatiaRes,2026
R2-CFC-OLY,Coates,58,,,Yes,Yes,CroatiaRes,2026
R2-CFC-OLY,E.Hazilias,90,,,Yes,Yes,CroatiaRes,2026
R2-CFC-OLY,Hofmeier,22,,,No,Yes,CroatiaRes,2026
R2-CFC-OLY,Holaj,32,,,No,Yes,CroatiaRes,2026
R2-CFC-OLY,Majetic,90,,,Yes,Yes,CroatiaRes,2026
R2-CFC-OLY,McGhie,90,,,Yes,Yes,CroatiaRes,2026
R2-CFC-OLY,Milin,90,,,Yes,Yes,CroatiaRes,2026
R2-CFC-OLY,E.Moss,22,,,No,Yes,CroatiaRes,2026
R2-CFC-OLY,N.DeMarco,90,,,Yes,Yes,CroatiaRes,2026
R2-CFC-OLY,Raymond,90,,,Yes,Yes,CroatiaRes,2026
R2-CFC-OLY,Robertson,58,,,Yes,Yes,CroatiaRes,2026
R2-CFC-OLY,Sanders,68,,,Yes,Yes,CroatiaRes,2026
R2-CFC-OLY,Snell,90,,,Yes,Yes,CroatiaRes,2026
R2-CFC-OLY,Zakman,68,,,Yes,Yes,CroatiaRes,2026
R2-CFC-OLY,Bissell,3,,,No,Yes,OlympicRes,2026
R2-CFC-OLY,Bongiorno,69,,,Yes,Yes,OlympicRes,2026
R2-CFC-OLY,N.Cerne,90,,Yellow,Yes,Yes,OlympicRes,2026
R2-CFC-OLY,D.Williams,90,,,Yes,Yes,OlympicRes,2026
R2-CFC-OLY,D'Addario,90,,,Yes,Yes,OlympicRes,2026
R2-CFC-OLY,Farrell,87,,,Yes,Yes,OlympicRes,2026
R2-CFC-OLY,Hall,87,,,Yes,Yes,OlympicRes,2026
R2-CFC-OLY,Hurman,56,,,Yes,Yes,OlympicRes,2026
R2-CFC-OLY,Mantinaos,21,,,No,Yes,OlympicRes,2026
R2-CFC-OLY,Martiniello,90,,,Yes,Yes,OlympicRes,2026
R2-CFC-OLY,McRae,21,,,No,Yes,OlympicRes,2026
R2-CFC-OLY,Ness,60,,,Yes,Yes,OlympicRes,2026
R2-CFC-OLY,Pirotta,90,,,Yes,Yes,OlympicRes,2026
R2-CFC-OLY,Richards,90,,,Yes,Yes,OlympicRes,2026
R2-CFC-OLY,Webb,3,,,No,Yes,OlympicRes,2026
R2-CFC-OLY,Wright,34,,,No,Yes,OlympicRes,2026
R2-MAJ-WAN,Brennan,31,,,No,Yes,MajuraRes,2026
R2-MAJ-WAN,Checksfield,90,,,Yes,Yes,MajuraRes,2026
R2-MAJ-WAN,Evans,12,,,No,Yes,MajuraRes,2026
R2-MAJ-WAN,Imhoff,59,,,Yes,Yes,MajuraRes,2026
R2-MAJ-WAN,K.Hazilias,90,,,Yes,Yes,MajuraRes,2026
R2-MAJ-WAN,Keller,90,,,Yes,Yes,MajuraRes,2026
R2-MAJ-WAN,M.Singers,90,,,Yes,Yes,MajuraRes,2026
R2-MAJ-WAN,McKay,90,,,Yes,Yes,MajuraRes,2026
R2-MAJ-WAN,McNamara,31,,,No,Yes,MajuraRes,2026
R2-MAJ-WAN,Murray,31,,,No,Yes,MajuraRes,2026
R2-MAJ-WAN,Pucci,59,,,Yes,Yes,MajuraRes,2026
R2-MAJ-WAN,Senese,90,,,Yes,Yes,MajuraRes,2026
R2-MAJ-WAN,Thompson,78,,,Yes,Yes,MajuraRes,2026
R2-MAJ-WAN,Trim,90,,,Yes,Yes,MajuraRes,2026
R2-MAJ-WAN,V.Singers,0,,,No,No,MajuraRes,2026
R2-MAJ-WAN,Williamson,59,,,Yes,Yes,MajuraRes,2026
R2-MAJ-WAN,A.Babic,90,,,Yes,Yes,WanderersRes,2026
R2-MAJ-WAN,A.Moss,0,,,No,No,WanderersRes,2026
R2-MAJ-WAN,Bridge,90,,,Yes,Yes,WanderersRes,2026
R2-MAJ-WAN,Buyteweg,0,,,No,No,WanderersRes,2026
R2-MAJ-WAN,Crook,90,,,Yes,Yes,WanderersRes,2026
R2-MAJ-WAN,E.Williams,90,,,Yes,Yes,WanderersRes,2026
R2-MAJ-WAN,Hassall,78,,,Yes,Yes,WanderersRes,2026
R2-MAJ-WAN,Hyett,12,,,No,Yes,WanderersRes,2026
R2-MAJ-WAN,Ibrahim,62,,,Yes,Yes,WanderersRes,2026
R2-MAJ-WAN,L.Babic,90,,,Yes,Yes,WanderersRes,2026
R2-MAJ-WAN,McAvoy,90,,,Yes,Yes,WanderersRes,2026
R2-MAJ-WAN,Pavier-jones,90,,,Yes,Yes,WanderersRes,2026
R2-MAJ-WAN,Pitkin,62,,,No,Yes,WanderersRes,2026
R2-MAJ-WAN,Reilly,90,,,Yes,Yes,WanderersRes,2026
R2-MAJ-WAN,S.Nikias,0,,,No,No,WanderersRes,2026
R2-MAJ-WAN,Tomanovits,90,,,Yes,Yes,WanderersRes,2026
R3-CFC-WAN,A.Williams,90,,,Yes,Yes,CroatiaRes,2026
R3-CFC-WAN,Barbatano,16,,,No,Yes,CroatiaRes,2026
R3-CFC-WAN,Boots,24,,,No,Yes,CroatiaRes,2026
R3-CFC-WAN,E.Moss,90,,,Yes,Yes,CroatiaRes,2026
R3-CFC-WAN,Hofmeier,66,,,Yes,Yes,CroatiaRes,2026
R3-CFC-WAN,Holaj,90,,,Yes,Yes,CroatiaRes,2026
R3-CFC-WAN,Macklin,55,,,Yes,Yes,CroatiaRes,2026
R3-CFC-WAN,Majetic,90,,,Yes,Yes,CroatiaRes,2026
R3-CFC-WAN,Mcdonald,16,,,No,Yes,CroatiaRes,2026
R3-CFC-WAN,McLennan,24,,,No,Yes,CroatiaRes,2026
R3-CFC-WAN,Milin,90,,,Yes,Yes,CroatiaRes,2026
R3-CFC-WAN,Morrison,35,,,No,Yes,CroatiaRes,2026
R3-CFC-WAN,Sanders,74,,,Yes,Yes,CroatiaRes,2026
R3-CFC-WAN,Snell,90,,,Yes,Yes,CroatiaRes,2026
R3-CFC-WAN,Sotiropoulos,74,,,Yes,Yes,CroatiaRes,2026
R3-CFC-WAN,Wood,66,,,Yes,Yes,CroatiaRes,2026
R3-CFC-WAN,A.Moss,90,,,Yes,Yes,WanderersRes,2026
R3-CFC-WAN,Bridge,55,,,Yes,Yes,WanderersRes,2026
R3-CFC-WAN,Crook,90,,,Yes,Yes,WanderersRes,2026
R3-CFC-WAN,E.Williams,90,,,Yes,Yes,WanderersRes,2026
R3-CFC-WAN,Edmon,55,,,Yes,Yes,WanderersRes,2026
R3-CFC-WAN,F.Moss,45,,,No,Yes,WanderersRes,2026
R3-CFC-WAN,Garrett,35,,,No,Yes,WanderersRes,2026
R3-CFC-WAN,Howell,11,,,No,Yes,WanderersRes,2026
R3-CFC-WAN,Hyett,79,,,Yes,Yes,WanderersRes,2026
R3-CFC-WAN,Ibrahim,45,,,Yes,Yes,WanderersRes,2026
R3-CFC-WAN,McAvoy,90,,,Yes,Yes,WanderersRes,2026
R3-CFC-WAN,Mckenzie,30,,,Yes,Yes,WanderersRes,2026
R3-CFC-WAN,Pavier-jones,90,,,Yes,Yes,WanderersRes,2026
R3-CFC-WAN,Porter,35,,,No,Yes,WanderersRes,2026
R3-CFC-WAN,Reilly,60,,,No,Yes,WanderersRes,2026
R3-CFC-WAN,Tomanovits,90,,,Yes,Yes,WanderersRes,2026
R3-MAJ-BELR,Ariana,45,CM,,Yes,Yes,BelReserves,2026
R3-MAJ-BELR,Claire,90,GK,,Yes,Yes,BelReserves,2026
R3-MAJ-BELR,Eden,90,F,,Yes,Yes,BelReserves,2026
R3-MAJ-BELR,ET,45,LB,,Yes,Yes,BelReserves,2026
R3-MAJ-BELR,Gemma,90,CB,,Yes,Yes,BelReserves,2026
R3-MAJ-BELR,Issey,45,CM,,No,Yes,BelReserves,2026
R3-MAJ-BELR,Kristina,45,RB,,No,Yes,BelReserves,2026
R3-MAJ-BELR,Lily,65,LW,,Yes,Yes,BelReserves,2026
R3-MAJ-BELR,Marley,25,RW,,No,Yes,BelReserves,2026
R3-MAJ-BELR,Molly,90,CM,,Yes,Yes,BelReserves,2026
R3-MAJ-BELR,Sage,90,RB,,Yes,Yes,BelReserves,2026
R3-MAJ-BELR,Sarah,90,CM,,Yes,Yes,BelReserves,2026
R3-MAJ-BELR,Scarlett,65,RW,,Yes,Yes,BelReserves,2026
R3-MAJ-BELR,Siena,90,CM,,Yes,Yes,BelReserves,2026
R3-MAJ-BELR,Sybilla,25,F,,No,Yes,BelReserves,2026
R3-MAJ-BELR,Checksfield,90,,,Yes,Yes,MajuraRes,2026
R3-MAJ-BELR,Evans,26,,,No,Yes,MajuraRes,2026
R3-MAJ-BELR,Imhoff,90,,,Yes,Yes,MajuraRes,2026
R3-MAJ-BELR,K.Hazilias,90,,,Yes,Yes,MajuraRes,2026
R3-MAJ-BELR,Kashan,90,,,Yes,Yes,MajuraRes,2026
R3-MAJ-BELR,Keller,68,,,Yes,Yes,MajuraRes,2026
R3-MAJ-BELR,Kent,90,,,Yes,Yes,MajuraRes,2026
R3-MAJ-BELR,M.Singers,90,,,Yes,Yes,MajuraRes,2026
R3-MAJ-BELR,Moody,70,,,Yes,Yes,MajuraRes,2026
R3-MAJ-BELR,Pucci,64,,,Yes,Yes,MajuraRes,2026
R3-MAJ-BELR,Sambridge,22,,,No,Yes,MajuraRes,2026
R3-MAJ-BELR,Stannard,90,,,Yes,Yes,MajuraRes,2026
R3-MAJ-BELR,Thompson,90,,,Yes,Yes,MajuraRes,2026
R3-MAJ-BELR,Williamson,20,,,No,Yes,MajuraRes,2026
R3-TUG-OLY,Bongiorno,69,,,Yes,Yes,OlympicRes,2026
R3-TUG-OLY,D.Williams,80,,,Yes,Yes,OlympicRes,2026
R3-TUG-OLY,D'Addario,90,,,Yes,Yes,OlympicRes,2026
R3-TUG-OLY,Farrell,90,,,Yes,Yes,OlympicRes,2026
R3-TUG-OLY,Hall,61,,,Yes,Yes,OlympicRes,2026
R3-TUG-OLY,Hurman,90,,,Yes,Yes,OlympicRes,2026
R3-TUG-OLY,Mantinaos,29,,,No,Yes,OlympicRes,2026
R3-TUG-OLY,Martiniello,90,,,Yes,Yes,OlympicRes,2026
R3-TUG-OLY,McRae,29,,,No,Yes,OlympicRes,2026
R3-TUG-OLY,Morrison,10,,,No,Yes,OlympicRes,2026
R3-TUG-OLY,N.Cerne,90,,,Yes,Yes,OlympicRes,2026
R3-TUG-OLY,Ness,90,,,Yes,Yes,OlympicRes,2026
R3-TUG-OLY,Patel,0,,,No,No,OlympicRes,2026
R3-TUG-OLY,Pirotta,90,,,Yes,Yes,OlympicRes,2026
R3-TUG-OLY,Richards,61,,,Yes,Yes,OlympicRes,2026
R3-TUG-OLY,Wright,21,,,No,Yes,OlympicRes,2026
R3-TUG-OLY,Beausang,90,,,Yes,Yes,TuggeranongRes,2026
R3-TUG-OLY,Chick,44,,,No,Yes,TuggeranongRes,2026
R3-TUG-OLY,Costello,25,,,No,Yes,TuggeranongRes,2026
R3-TUG-OLY,Haitsma,90,,,Yes,Yes,TuggeranongRes,2026
R3-TUG-OLY,Haureliuk,65,,,Yes,Yes,TuggeranongRes,2026
R3-TUG-OLY,Holden,90,,,Yes,Yes,TuggeranongRes,2026
R3-TUG-OLY,Machin,25,,,No,Yes,TuggeranongRes,2026
R3-TUG-OLY,Mulder,90,,,Yes,Yes,TuggeranongRes,2026
R3-TUG-OLY,Paul,65,,,Yes,Yes,TuggeranongRes,2026
R3-TUG-OLY,Prime,76,,,No,Yes,TuggeranongRes,2026
R3-TUG-OLY,Rolls,14,,,Yes,Yes,TuggeranongRes,2026
R3-TUG-OLY,Stanford,90,,,Yes,Yes,TuggeranongRes,2026
R3-TUG-OLY,Ticehurst,90,,,Yes,Yes,TuggeranongRes,2026
R3-TUG-OLY,Watt,90,,Yellow,Yes,Yes,TuggeranongRes,2026
R3-TUG-OLY,Z.Williams,46,,,Yes,Yes,TuggeranongRes,2026
R4-OLY-BELR,Ness,76,,,Yes,Yes,OlympicRes,2026
R4-OLY-BELR,Martiniello,63,,,Yes,Yes,OlympicRes,2026
R4-OLY-BELR,Hurman,45,,,Yes,Yes,OlympicRes,2026
R4-OLY-BELR,N.Cerne,90,,Yellow,Yes,Yes,OlympicRes,2026
R4-OLY-BELR,Wright,76,,,Yes,Yes,OlympicRes,2026
R4-OLY-BELR,McRae,63,,,Yes,Yes,OlympicRes,2026
R4-OLY-BELR,Hall,90,,,Yes,Yes,OlympicRes,2026
R4-OLY-BELR,D'Addario,90,,,Yes,Yes,OlympicRes,2026
R4-OLY-BELR,Pirotta,90,,,Yes,Yes,OlympicRes,2026
R4-OLY-BELR,Bongiorno,90,,,Yes,Yes,OlympicRes,2026
R4-OLY-BELR,D.Williams,90,,,Yes,Yes,OlympicRes,2026
R4-OLY-BELR,Webb,14,,,No,Yes,OlympicRes,2026
R4-OLY-BELR,Bissell,14,,,No,Yes,OlympicRes,2026
R4-OLY-BELR,Dy-Mortimer,45,,,No,Yes,OlympicRes,2026
R4-OLY-BELR,Mantinaos,27,,,No,Yes,OlympicRes,2026
R4-OLY-BELR,Sims,27,,Yellow,No,Yes,OlympicRes,2026
R4-OLY-BELR,Ariana,90,,,Yes,Yes,BelReserves,2026
R4-OLY-BELR,Danj,90,,,Yes,Yes,BelReserves,2026
R4-OLY-BELR,Scarlett,67,,,Yes,Yes,BelReserves,2026
R4-OLY-BELR,Gemma,75,,,Yes,Yes,BelReserves,2026
R4-OLY-BELR,Sarah,90,,,Yes,Yes,BelReserves,2026
R4-OLY-BELR,Emily,90,,,Yes,Yes,BelReserves,2026
R4-OLY-BELR,Elfin,45,,,Yes,Yes,BelReserves,2026
R4-OLY-BELR,Claire,90,,,Yes,Yes,BelReserves,2026
R4-OLY-BELR,Sammy,45,,Yellow,Yes,Yes,BelReserves,2026
R4-OLY-BELR,Issey,62,,,Yes,Yes,BelReserves,2026
R4-OLY-BELR,Isla,90,,,Yes,Yes,BelReserves,2026
R4-OLY-BELR,Molly,23,,,No,Yes,BelReserves,2026
R4-OLY-BELR,Hattie,45,,,No,Yes,BelReserves,2026
R4-OLY-BELR,Siena,28,,,No,Yes,BelReserves,2026
R4-OLY-BELR,ET,45,,,No,Yes,BelReserves,2026
R4-OLY-BELR,Teresa,15,,,No,Yes,BelReserves,2026
R4-CFC-MAJ,Snell,90,,,Yes,Yes,CroatiaRes,2026
R4-CFC-MAJ,Castle,90,,,Yes,Yes,CroatiaRes,2026
R4-CFC-MAJ,Zakman,58,,,Yes,Yes,CroatiaRes,2026
R4-CFC-MAJ,E.Hazilias,58,,,Yes,Yes,CroatiaRes,2026
R4-CFC-MAJ,Hofmeier,90,,,Yes,Yes,CroatiaRes,2026
R4-CFC-MAJ,Coates,90,,,Yes,Yes,CroatiaRes,2026
R4-CFC-MAJ,Boots,46,,,Yes,Yes,CroatiaRes,2026
R4-CFC-MAJ,Milin,65,,,Yes,Yes,CroatiaRes,2026
R4-CFC-MAJ,Sanders,90,,,Yes,Yes,CroatiaRes,2026
R4-CFC-MAJ,Holaj,90,,,Yes,Yes,CroatiaRes,2026
R4-CFC-MAJ,Wood,90,,,Yes,Yes,CroatiaRes,2026
R4-CFC-MAJ,Norris,25,,,No,Yes,CroatiaRes,2026
R4-CFC-MAJ,A.Williams,0,,,No,No,CroatiaRes,2026
R4-CFC-MAJ,Bogdanoski,44,,,No,Yes,CroatiaRes,2026
R4-CFC-MAJ,Novak,32,,,No,Yes,CroatiaRes,2026
R4-CFC-MAJ,Majetic,32,,,No,Yes,CroatiaRes,2026
R4-CFC-MAJ,Williamson,90,,,Yes,Yes,MajuraRes,2026
R4-CFC-MAJ,Keller,71,,,Yes,Yes,MajuraRes,2026
R4-CFC-MAJ,K.Hazilias,90,,,Yes,Yes,MajuraRes,2026
R4-CFC-MAJ,Thompson,71,,,Yes,Yes,MajuraRes,2026
R4-CFC-MAJ,Checksfield,71,,,Yes,Yes,MajuraRes,2026
R4-CFC-MAJ,Imhoff,71,,,Yes,Yes,MajuraRes,2026
R4-CFC-MAJ,Sambridge,90,,,Yes,Yes,MajuraRes,2026
R4-CFC-MAJ,Wilsener,90,,,Yes,Yes,MajuraRes,2026
R4-CFC-MAJ,Brimson,90,,,Yes,Yes,MajuraRes,2026
R4-CFC-MAJ,Bryant,90,,,Yes,Yes,MajuraRes,2026
R4-CFC-MAJ,Kent,90,,,Yes,Yes,MajuraRes,2026
R4-CFC-MAJ,Jbeili,19,,,No,Yes,MajuraRes,2026
R4-CFC-MAJ,Brennan,19,,,No,Yes,MajuraRes,2026
R4-CFC-MAJ,Buckland,19,,,No,Yes,MajuraRes,2026
R4-CFC-MAJ,Evans,19,,,No,Yes,MajuraRes,2026
R4-TUG-WAN,Z.Williams,90,,,Yes,Yes,TuggeranongRes,2026
R4-TUG-WAN,Paul,90,,,Yes,Yes,TuggeranongRes,2026
R4-TUG-WAN,Haureliuk,45,,,Yes,Yes,TuggeranongRes,2026
R4-TUG-WAN,Beausang,90,,,Yes,Yes,TuggeranongRes,2026
R4-TUG-WAN,Holden,72,,,Yes,Yes,TuggeranongRes,2026
R4-TUG-WAN,Watt,90,,,Yes,Yes,TuggeranongRes,2026
R4-TUG-WAN,Ticehurst,90,,,Yes,Yes,TuggeranongRes,2026
R4-TUG-WAN,Haitsma,90,,,Yes,Yes,TuggeranongRes,2026
R4-TUG-WAN,Stanford,90,,,Yes,Yes,TuggeranongRes,2026
R4-TUG-WAN,Mulder,90,,,Yes,Yes,TuggeranongRes,2026
R4-TUG-WAN,Mustaine,90,,,Yes,Yes,TuggeranongRes,2026
R4-TUG-WAN,Chick,45,,,No,Yes,TuggeranongRes,2026
R4-TUG-WAN,Prime,18,,,No,Yes,TuggeranongRes,2026
R4-TUG-WAN,E.Williams,90,,,Yes,Yes,WanderersRes,2026
R4-TUG-WAN,Moore,27,,,Yes,Yes,WanderersRes,2026
R4-TUG-WAN,Hassall,90,,,Yes,Yes,WanderersRes,2026
R4-TUG-WAN,Bridge,90,,,Yes,Yes,WanderersRes,2026
R4-TUG-WAN,McAvoy,90,,,Yes,Yes,WanderersRes,2026
R4-TUG-WAN,Reilly,90,,,Yes,Yes,WanderersRes,2026
R4-TUG-WAN,Mckenzie,83,,,Yes,Yes,WanderersRes,2026
R4-TUG-WAN,Robertson,90,,,Yes,Yes,WanderersRes,2026
R4-TUG-WAN,Tomanovits,90,,,Yes,Yes,WanderersRes,2026
R4-TUG-WAN,Crook,77,,,Yes,Yes,WanderersRes,2026
R4-TUG-WAN,Ibrahim,45,,,Yes,Yes,WanderersRes,2026
